protein1,protein2,interaction
Q6UN15,P20366,0
O43837,P20809,0
Q9Y2B1,Q68DU8,0
P35372,O43819,0
O43301,P54920,0
Q9HD34,O00623,0
Q9NVC6,Q9NX18,0
O95456,P49662,0
P07686,O00757,0
P16278,Q9H4B4,0
Q03591,O75817,0
Q12798,Q9H814,0
P53582,P15976,0
Q9BRT8,Q15054,0
Q14393,P35227,0
P31942,P22466,0
P00742,Q6ZN04,0
Q99643,P05787,0
O43316,Q7Z7K0,0
P30988,P36575,0
P41595,P40199,0
P58004,P57081,0
P84090,P46976,0
P32297,Q9BW71,0
Q9NX18,Q9BXS5,0
Q8NG41,P32297,0
P47872,O95150,0
Q16740,Q1ZZU3,0
Q9NXR7,Q9ULX3,0
O95970,Q9Y4P1,0
Q08722,Q12918,0
Q9BV86,Q99705,0
Q6PF05,P68371,0
P06729,Q9UQK1,0
O75489,Q9UI09,1
Q9NY61,O14907,0
Q96A08,H9NIM3,0
Q8IU60,P06865,0
Q99689,P82664,0
P01258,Q9UBF6,0
P05062,Q7Z4H4,0
P41181,O75787,0
Q9UFW8,Q8TDR2,0
O75426,Q13546,0
Q13277,P48382,0
B2RNN3,Q92882,0
Q13765,Q14995,0
P19105,Q9Y4X0,0
P53597,Q9NXR7,0
P31040,O00483,0
Q9BS16,Q9Y4X0,0
P61289,Q9BW83,0
P29084,P51946,1
P49773,O43316,0
Q8WVJ2,Q66PJ3,0
O95139,Q9Y3B1,0
B2RNN3,Q96GF1,0
Q8TAP4,P20062,0
P0DOX5,P01019,0
Q6NVH7,P17661,0
Q6NW34,P46736,0
P60508,Q9NXF7,0
Q9NZA1,Q93052,0
Q8NB37,O75426,0
Q9H0H3,P48382,0
Q8N987,Q13568,0
Q16890,P23945,0
Q9NX07,P51451,0
Q969P5,Q8IYU8,0
O75426,P02545,0
P57081,Q7Z7F0,0
Q6IPM2,O95238,0
O60896,Q96AP0,0
Q15797,Q6IPM2,0
Q7RTV2,Q86X95,0
Q01113,Q86YP4,0
P28161,P40123,0
Q9BRA0,P57764,0
O14818,Q13113,0
Q9NX01,P10827,0
P68371,Q5BN46,1
Q9H7E2,Q99731,0
O15160,Q9GZS1,1
P22304,O15273,0
P78314,O00204,0
Q00765,O00757,0
P34897,Q49AN0,0
P35520,O43399,0
A0A5C2G4I7,Q04864,0
P11940,P30626,0
Q96CV9,P20290,0
O60220,Q9Y5J7,0
P27918,Q9Y3Q8,0
Q9BZD6,P13987,0
Q96LZ7,Q8IY31,0
Q9NPC6,P31391,0
Q96HD9,O00755,0
D3W0D1,Q4VC05,0
Q8NCB2,P27918,0
Q712K3,Q3MIT2,0
Q04756,O43709,0
O94992,P01286,0
Q9BVC3,Q8NA29,0
Q6IPM2,Q9UQB9,0
P37023,Q9NX01,0
P35680,P08195,0
Q9NS91,Q8NFH3,0
P61165,P57764,0
Q9UM91,P09467,0
P49116,Q13158,0
Q504T8,P30301,0
Q9UJU6,P35318,0
P15880,Q8NC51,1
P0C862,P07686,0
Q12805,Q4G0N7,0
O00327,Q02742,0
Q8IZI9,Q9BZW8,0
P10145,Q969V1,0
O60894,P01764,0
Q96M98,Q15018,0
P0DI83,Q68D85,0
P03897,P03923,1
Q96HS1,Q7Z4H4,0
Q9UHQ4,Q15800,0
P30988,P53609,0
Q15485,P0CW24,0
Q96N95,P22466,0
P82663,Q9H7E2,0
P00492,P01275,0
A0A5C2G4I7,P28070,0
Q9H9T3,Q86SE9,0
P12074,Q9Y696,0
Q504T8,Q96PP8,0
Q00005,O43837,0
P46776,Q147X3,0
P07355,Q15233,0
Q9H4A6,P10606,0
P04075,Q6RW13,0
O43768,P04075,0
O75449,P07358,0
P43364,Q8TDX5,1
Q9H3Y6,P27482,0
P17787,O95059,0
Q96P09,Q4G0X4,0
Q15717,Q9NZI8,1
Q8N8D1,Q8N3R9,0
O95456,Q9ULR3,0
P56159,P61073,0
Q99705,O75449,0
Q969H6,Q96PP8,0
Q96PP8,Q9NPH5,0
P57105,Q13705,1
Q9Y6N9,O75380,0
P47874,Q3KP22,0
P20036,P52799,0
Q8IZI9,Q9Y333,0
P23942,Q96IV0,0
Q96G21,O15247,0
Q9NXR7,Q9UL33,0
Q96BY9,Q99538,0
Q9BYE7,P48145,0
Q12849,Q96LB1,0
P02776,P43250,0
A0AVF1,Q8N0S2,0
P52952,Q9UKC9,0
A0A0B4J2H0,Q9UIM3,0
Q9H7Z6,Q9NQ48,0
P21673,O95150,0
Q9Y232,Q09019,0
P13498,P05062,0
Q9NY35,P42768,0
Q96GZ6,P20290,0
Q14508,Q96C10,0
Q86SX6,P06858,0
P07864,P28223,0
P61278,P62310,0
P16278,Q15291,0
O60888,S6BAN1,0
Q12889,Q9BZD6,0
P52435,Q9H9Y4,1
O43513,Q9H944,1
Q9NX18,P62308,0
P29218,Q01658,0
Q07866,Q68DB7,0
Q14493,P28223,0
Q9NS91,Q01105,0
Q9NX63,P28068,0
P00973,P08887,0
Q6N030,Q6UWZ7,0
P57764,O43597,0
Q7Z4I7,P07205,0
O00628,P62314,0
A0A5C2GVU3,P55735,0
P05412,O00499,0
P00156,P29373,0
P61163,P08590,0
Q9NQX0,Q8WVV4,0
Q9H7E2,P49366,0
P08621,P62306,1
Q86SZ9,P16152,0
O43488,Q9P2S5,0
Q9P1Z2,Q9NXR7,0
Q04756,P0C5Z0,0
O95833,P09467,0
P16871,Q96HT8,0
O95631,P82921,0
O75063,Q969E8,0
Q9H009,Q8NA72,0
Q9H1D9,Q9HCE5,0
P10646,Q86U44,0
P41181,P17568,0
Q15797,Q9UNN8,0
Q9Y6M1,Q6IPM2,0
P49257,Q9HCC0,0
Q9Y6Q6,Q504T8,0
O75072,P29218,0
A8MTZ0,Q92930,0
P25445,O60291,0
O43399,Q9HAF1,0
Q13542,P22466,0
Q9NZQ7,Q147X3,0
Q8NHR7,Q5JVF3,0
P15311,Q9BRA0,0
Q92968,P55345,0
P23945,Q9NWS9,0
Q9C073,P20290,0
Q86XK3,O43193,0
Q96DH6,P31040,0
Q9NZV8,P62854,0
O43181,O75489,1
P58499,P23415,0
O95393,Q9ULR3,0
Q9Y4P8,P09210,0
Q8N138,O75683,0
O75426,Q9BXK5,0
P41208,P10916,0
P09488,Q8WXF0,0
P46776,P00338,0
P52907,A1L0T0,0
Q9HC98,P10412,0
P48145,Q9BZW8,0
Q2M329,Q86XI6,0
Q8NCK7,Q5T7P8,0
Q6P597,Q9NSK0,1
P03973,P62266,0
Q99704,Q9BYC2,0
O43193,Q9P032,0
P12273,Q9BWX1,0
P48506,P02649,0
Q00013,Q8NEF9,0
P48050,Q8N7C3,0
Q16552,Q13098,0
Q9NQ48,Q13247,0
P47211,U5Z754,0
P61247,P62913,1
Q13416,O14907,0
P31943,Q9UBW5,0
P20062,A0A5C2G3X0,0
Q8N5M1,Q9H5K3,0
O60921,Q5TD97,0
P16150,Q9C029,0
P61978,O15217,0
P29274,Q96FT9,0
Q9P2S5,Q6PGQ7,0
Q12904,Q9HCC0,0
O95391,Q6IPM2,0
O14561,Q8WUP2,0
Q86YD7,Q86SG6,0
Q96BM1,P10515,0
P63252,Q9NUN5,0
P09211,P28223,0
Q96K37,Q8TAP4,0
Q8IYU8,Q5TBB1,0
Q9UKM9,Q14469,0
P16152,Q13888,0
P10747,P59666,0
P48201,P49721,0
Q99705,P42771,0
Q9H7B2,A8K4G0,0
Q9BXI6,Q86SQ9,0
Q86UX6,Q96HT8,0
Q99961,O15062,0
P56279,P27797,0
Q99638,P28222,0
Q9NPF0,Q8TAL5,0
P46439,P52739,0
Q9H5K3,Q9BYE7,0
H9NIM3,Q96L08,0
P28068,O15247,0
Q13426,Q8IZU0,1
Q9Y584,Q96AJ9,0
Q567U6,Q9P000,1
Q9UN86,Q5JPT6,0
P07686,P18621,0
P37840,P61599,1
O43464,Q13490,1
P18075,Q9H015,0
Q15573,A8MTZ0,0
Q9NWZ3,Q8WVJ2,0
P52434,P17181,0
Q6DD88,P48169,0
Q96RF0,P02748,0
P48145,Q99594,0
Q9NX58,P40424,0
P62241,P84098,1
P47211,Q13241,0
Q8TAF3,O95154,0
Q04756,Q99952,0
O60239,Q8TDQ1,0
Q6PIL8,O00757,0
P09210,Q01959,0
P07951,Q6UWZ7,0
Q99967,P48201,0
Q5T0T0,P23415,0
P49257,P59998,0
Q8NCK7,Q99963,0
P00492,Q9BYD1,0
Q15121,Q86UT8,0
Q15768,Q5T686,0
Q6P1L5,P22466,0
P62310,Q86YL7,0
Q6PGQ7,Q9Y320,0
P32455,P62913,0
O43316,Q6IPM2,0
P10321,Q9Y5J3,0
P32321,P07492,0
Q9H867,Q8IVH2,0
Q6ZW76,Q5W5X9,0
Q9BYC2,O75558,0
Q8NC24,Q6IAA8,0
P57054,P35637,0
Q5VTY9,P53582,0
Q9NSI2,P30626,0
Q9UQK1,Q14722,0
Q9Y5A7,O75828,0
O60896,Q3KP66,0
Q5TA31,P46734,0
Q8N108,Q8N138,0
P50613,P05062,0
Q14964,P55081,0
P17787,Q9C004,0
Q8IU54,P09529,0
Q9UL45,Q6UVW9,0
Q9BXA7,Q9ULX3,0
P03951,Q03395,0
Q9H6L5,P08195,0
Q8NG41,Q9UL15,0
O75063,P43378,0
P59665,Q8NHP6,0
Q9NS61,Q9NZH6,0
P48643,P50990,1
O43193,O43715,0
O43557,P07585,0
Q9BRT8,Q9P2S5,0
Q15554,Q9NS61,0
O43760,Q9Y3E7,0
Q3MIT2,P36871,0
Q9H3F6,P00742,0
Q9UL15,Q86UT8,0
O60880,P01210,0
P00797,Q9NPI8,0
P07492,P06241,0
O60291,Q96L14,0
P61278,Q9NVJ2,0
P57105,O43189,0
O95817,P49257,0
Q01113,O95198,0
O95563,P67812,0
Q9BUU2,B1AHC3,0
Q15124,P15289,0
P50542,P36578,0
Q9Y6N9,Q9BXH1,0
A0A5C2G4I7,Q9BZR6,0
P43363,Q8IU57,0
P63252,O76082,0
P45983,O43760,0
O60508,P62318,1
Q9NZV8,O95633,0
Q8N2K0,Q8NEF9,0
Q96QS6,P29466,0
P08697,Q504T8,0
Q9BTT4,Q03395,0
P49116,P07686,0
Q7Z5G4,Q92804,0
Q9Y6M9,P48167,0
Q9H814,P48382,0
Q16576,Q9Y294,1
P78358,P01225,0
P08246,P0DOX7,0
Q9HBW0,P30872,0
P30279,Q9UK55,0
Q9P1U1,Q1ZZU3,0
Q8N1G4,O15217,0
P63167,Q9HC98,1
P80162,O00499,0
P32856,Q15836,1
P22090,P06865,0
Q8WY22,Q03405,0
P62068,P00797,0
Q01167,Q15800,0
O43837,Q14CW9,0
O00628,O15247,0
Q96DB2,O43715,0
P63267,O00635,0
Q9UPY5,Q9UI14,0
Q14469,Q9P0I2,0
Q6UXL0,Q9NQU5,0
P08697,Q99592,0
Q6N095,Q6UXL0,0
P42768,P22466,0
Q9BUN8,P56703,0
Q9Y6V7,A1L0T0,0
O95150,O95407,1
Q99952,Q15485,0
Q13952,Q99726,0
Q9NQ48,P62316,0
Q9H981,Q96IK5,0
Q8NHQ1,Q8IWF2,0
O60880,Q6ZNX1,0
Q7Z7K0,Q6UN15,0
P53582,Q9UQF0,0
Q8IZI9,O00330,0
P04003,P42568,0
P30626,Q9BVC3,0
P46781,Q13113,0
Q09019,S6B291,0
Q09019,Q9P0J1,0
Q96A56,P34897,0
P08246,O60675,0
P20839,P01033,0
Q9BW19,O76082,0
Q3MHD2,Q8NHH9,0
Q9Y2R0,Q9P2S5,0
P32456,Q9NP66,0
P11309,P04003,0
Q99961,Q9NQ69,0
O43395,P62310,1
A6NGN9,Q9NS69,0
Q09028,Q96GY3,1
Q9BYV2,D3W0D1,0
P07225,Q9H9L4,0
Q8NHH9,P36897,0
P0DPB3,O75486,0
Q05195,Q9UKR5,0
O14931,Q96F86,0
P12872,B2RNN3,0
Q6PHW0,Q86WT6,1
Q06643,Q6IPM2,0
Q96AP0,P50542,0
O95970,P18077,0
O95154,P53990,0
Q9UK41,Q19AV6,0
Q15018,Q9NP59,0
Q8N140,Q8WV22,1
O43633,Q03395,0
Q14192,Q16656,1
Q9H9E1,Q8NHR7,0
P10412,P53990,0
P63220,O60291,0
Q9BYD2,P0CG13,0
P08246,Q9H867,0
O14576,P63172,1
P16152,P12273,0
P07492,Q13573,0
Q9UKM9,P07686,0
O60508,Q6UXZ3,0
Q9H461,P08631,0
P09488,Q9NQG5,0
Q13113,Q9BXH1,0
P22891,P35227,0
P29466,P09683,0
O60921,Q5JTV8,0
A6NGB9,Q7RTV2,0
Q9C029,Q9BRK5,0
P46108,P19957,0
Q04756,Q9H1M0,0
Q9UGP4,P46439,0
P54920,P09467,0
O43278,O00124,0
Q96E22,P23416,0
P04264,Q99643,0
A5PLN9,Q9H9T3,0
P01286,P61011,0
O60636,O76064,0
A5PLN9,Q969E8,0
P48549,P12643,0
P49662,Q06587,0
Q96GZ6,Q495M9,0
Q8NBZ0,Q04756,0
O15156,P21673,0
P26196,Q6DD88,0
O43189,P63208,0
Q9Y230,P17181,0
Q8NC51,O00757,0
P22466,P01579,0
O43488,P81877,0
Q9HBE4,Q14393,0
Q99640,Q86SQ9,0
O75081,Q9UI08,0
P02654,P04628,0
P52952,P51116,0
P50052,P06733,0
Q99731,Q9NV96,0
Q14393,Q14498,0
Q9NQ48,Q00994,0
P49116,Q9NPI8,0
Q9NZ43,Q13007,0
P40337,O43819,0
P07585,Q53H12,0
Q86XI6,O43913,0
P35637,P12872,0
Q8IVH2,Q15014,0
O95210,Q15038,0
Q96B02,P12273,0
Q7Z698,P20393,0
P01857,P22415,0
P01019,P50991,0
P49662,Q7Z5L9,0
Q15311,Q07837,0
P63098,Q08209,1
P21549,Q6PIL6,0
P20290,Q8NCB2,0
P01258,Q9BQ89,0
Q02878,Q9NQ48,0
P43250,Q5T686,0
P49427,O95967,0
Q2M2E3,P41181,0
O60291,O60383,0
Q68CJ9,Q8IU57,0
Q9H944,Q9H7E2,0
Q7Z698,P00558,0
Q9H553,O14613,0
O15245,Q6DD88,0
Q8IXB3,Q5UCC4,0
Q14508,P41181,0
P63252,P60508,0
P32320,O00499,0
Q96EL1,O60683,0
P51170,Q9BW83,0
Q99726,Q9UK53,0
Q9BTT4,P25311,0
O75449,Q9UL46,0
Q8IV16,Q8WW24,0
Q9H334,Q8N4C7,0
O60880,O60896,0
P62249,Q9ULX3,1
Q9NPF0,Q86UR1,0
P10412,Q8N4U5,0
Q15370,P28335,0
P05000,P48775,0
Q3MII6,A0A0B4J2H0,0
P62312,Q9NQ89,0
P37173,P08263,0
P01210,P56817,0
Q9Y547,Q8IXB3,0
P25786,P49721,1
Q8IV16,Q9Y573,0
P07864,Q96DV4,0
P01303,P31321,0
O95674,P51809,0
Q4AE62,Q68DB7,0
Q9H4A6,Q9Y2D1,0
Q6UWZ7,P60896,0
O14576,P28161,0
P79522,Q9NX18,0
Q96LB2,Q9BTU6,0
Q14442,Q15717,0
O00187,O60921,0
P37840,Q5VVQ6,1
E9PRG8,P18621,1
Q13838,P28676,0
Q9H9T3,P19875,0
Q96E22,P02545,0
Q99638,Q9NRD5,0
O75449,Q16626,0
P48788,Q02643,0
P04070,Q13765,0
Q8NA61,Q15038,0
P07195,O14730,0
Q9Y3D5,O15488,0
P20382,Q66K64,0
Q9P126,Q96DP5,0
P48201,O96015,0
Q96L50,Q9NRG1,0
Q9Y584,Q96SD1,0
P12872,Q8IWZ8,0
Q9P126,Q9H3M7,0
P26196,Q3MHD2,1
P35414,P23416,0
Q8TDN6,Q9BVA0,0
P09104,P21549,0
P17028,P22466,0
Q99689,Q9UIB8,0
Q09019,Q9Y605,0
P28074,P61278,0
Q9BUE0,Q8N138,0
Q15828,P61254,0
Q15185,P20839,0
P12273,P18887,0
P57764,Q7Z4Q2,0
P09669,Q03395,0
P13929,P62072,0
Q96EE3,Q86SG6,0
Q8N8U2,Q10471,0
Q9H503,P50213,0
P01303,Q9NQ48,0
P13500,Q16570,1
Q9UIL1,P61599,0
Q8NCB2,P08697,0
O14907,P56181,0
P21583,P00441,0
Q9BXA7,Q9UHA4,0
Q7Z6M4,Q6UVW9,0
O43597,P62993,1
Q86UT8,P04839,0
O00217,O95944,0
P32455,Q9UH03,0
Q9Y5Z9,P23763,0
P50990,Q9Y584,0
Q9H000,P09683,0
P18075,P27037,1
O95926,Q6PF05,0
Q6IPM2,Q96AE4,0
P57087,Q9NS91,0
Q8ND90,Q99643,0
P41236,P23415,0
Q96RS6,P10412,0
P07357,P49458,0
P57054,O15198,0
P55211,P46736,0
Q92903,Q5VV17,0
Q8WTV1,P00797,0
P52952,O43837,0
Q9Y6N9,Q9BUT9,0
O00187,O43805,0
P61923,P29218,0
Q12889,Q7L523,0
Q16602,Q9GZX7,0
P54105,P62312,1
O00757,P27449,0
P13929,P57054,0
Q86UD0,Q53H12,0
P14653,Q9NQT4,0
P62805,P07195,0
P36543,O60896,0
Q86W74,Q9UK97,0
O95278,P48539,0
O75386,O14678,0
P32456,P50213,0
Q9Y3Y2,Q02641,0
P18509,Q8NI60,0
O75934,Q9P013,1
Q15555,P27482,0
P15248,Q9Y6E0,0
Q86T03,Q9BUU2,0
Q9NS61,O43281,0
Q13324,A0A5C2G4I7,0
Q5T2W1,P09683,0
P06028,Q96BM1,0
O95967,P02649,0
O14618,O15270,0
Q9BW83,O00483,0
Q8IV16,O75663,0
P28062,P20062,0
P37287,Q96QS6,0
A0AVF1,Q6IBS0,0
P19544,Q99731,0
P35520,Q8ND90,0
P62857,Q9BW83,0
P05412,Q13526,1
Q2TAY7,P49721,0
P0CW24,Q96LB2,0
Q14188,P05062,0
Q9H000,O14613,0
O95970,Q9Y4X4,0
O95154,O14645,0
Q9P0T4,O14965,0
P28070,P05062,0
P48735,O14678,0
P00558,Q8N2Z9,0
Q96DZ1,Q9BU76,0
Q9NR28,Q9NXR7,0
Q9UQK1,P49760,0
Q9H814,Q8NCK7,0
Q9NX18,Q9HB09,0
O95631,Q8NFJ9,0
P30307,O95967,0
Q6NXT1,Q8WV41,1
Q6PCB8,Q92600,0
Q9Y2Y1,Q96PD4,0
O14593,O95685,0
Q9GZT3,P28068,0
Q7Z6J6,Q9Y5Z9,0
P00492,Q3ZCQ8,0
Q9UPE1,Q15828,0
Q99638,Q5JS54,0
P55735,P08590,0
Q9Y680,P09622,0
Q9Y320,P30153,0
Q16602,Q96RR4,0
Q96G23,P08195,0
Q9Y216,Q8NG41,0
Q8IZK6,Q13424,0
P31997,Q01113,0
Q92837,Q9H5K3,0
Q49AR2,Q3MIT2,0
Q9BWX1,Q4G0N7,0
Q9Y584,Q13113,0
P68363,Q96CS3,1
O43586,P06729,1
P60891,Q9Y4X4,0
P20062,P55771,0
P63267,Q12849,0
Q9BRV8,Q8IVH2,0
P35520,Q99748,0
O15270,Q9Y3Y2,0
P30532,O60636,0
Q15038,P48167,0
Q8IWV1,P01704,0
P62316,P35346,0
O15524,P31040,0
P42696,P07864,0
Q7Z4H4,P55081,0
O43316,Q8N5M4,0
Q9NQ69,P25311,0
P36871,O43837,0
P07225,Q9Y3X0,0
P61353,Q9NZM5,1
Q9NUN5,P57087,0
P23415,P13987,0
Q9Y6V7,P21217,0
Q16795,Q9UBW5,0
P51116,Q86XI6,0
Q96J77,P08263,0
Q13424,P62906,0
Q2TAY7,P24522,0
Q9NZH6,Q5VUM1,0
Q9UQK1,Q15599,0
P17181,P29401,0
Q9NQ89,P42771,0
Q6P5R6,O75084,0
Q3MJ62,Q1ZZU3,0
Q15485,Q5D1E8,0
Q15485,Q9NPE2,0
P52294,Q8WXI9,1
P02808,Q9UNN5,0
P40199,Q8IV16,0
P49716,P30926,0
O43765,P22888,0
O14949,Q86SG6,0
Q5SQN1,P07864,0
Q68CJ9,P12694,0
Q9BW83,Q8NHQ1,0
P18077,P40429,1
Q8TCZ2,P55327,0
Q9UL46,Q96Q35,0
Q8IYB1,Q8IU54,0
Q9UPY5,Q15654,0
P13498,P14598,1
P07093,Q9H015,0
Q9H0C8,P48167,0
Q6ZNX1,Q8N5M1,0
P28562,Q12798,0
P24588,Q08209,1
Q99748,Q09019,0
Q14790,P30740,0
P07437,Q71U36,1
P04180,Q19AV6,0
O43278,A8K401,0
O00567,P15880,1
P06730,Q9UKB1,0
P34741,P21453,0
Q8IZI9,Q8WV92,0
Q8NHV4,P60508,0
O14958,P39687,0
P27482,Q6NXT1,0
Q14442,Q8IYW5,0
P08195,Q8NHR7,0
Q7Z6G3,O14543,0
Q96BY9,O43193,0
Q07837,Q8TDN6,0
Q86T03,P36952,0
O43189,Q96E11,0
O14907,P36871,0
P04844,P12273,0
Q03591,Q8IWS0,0
P19957,Q8N257,0
P51572,Q9Y3E0,1
Q7Z7K0,Q93096,0
Q13568,Q9BXA7,0
P16278,Q9NWZ3,0
P61604,P13987,0
Q9UNN8,P0DPB3,0
Q15758,Q14012,0
Q9P032,P37287,0
P20839,O00257,0
Q16515,P02748,0
P46439,P21462,0
Q9BZE9,A8K4G0,0
P01225,P04844,0
Q9BZE0,Q8IU54,0
O95967,Q15768,0
O43715,Q9Y5J7,0
P28562,Q9NX01,0
Q5SSJ5,P05062,0
O60869,Q9H334,0
P17181,P10997,0
P22891,O75683,0
S6B2B6,A5PLN9,0
Q96RK4,Q5QNW6,0
Q9HB09,B2RNN3,0
Q6PCB8,P49716,0
Q8N4N3,O75896,0
S6B2A6,P60508,0
P28562,Q9UNN8,0
Q9NYJ8,Q6IN84,0
P07205,A0A0B4J1U6,0
Q9BVC3,Q5JVF3,0
Q9Y680,Q12849,0
Q02086,P32297,0
A0AVF1,Q8WY22,0
O00264,O00499,0
Q9BS26,O75521,0
Q8WWW0,P23942,0
Q9BPX6,Q04771,0
Q6PH85,Q99519,0
P08887,P37287,0
Q9UPY5,Q16602,0
Q96DZ1,Q6PHR2,0
A0A5B6,P22466,0
P05129,P17252,1
Q86SG6,O00472,0
Q9HCE5,Q14CW9,0
O43914,P27695,0
Q99705,P0CW24,0
Q9P0J6,Q99705,0
Q15691,P50052,0
P14635,O15269,0
Q12889,Q9NPA8,0
Q8NA29,Q13526,0
P54920,Q9H0R5,0
P08195,Q9H7E2,0
P55081,P11831,0
Q8WYQ4,P41587,0
Q99961,P17661,0
Q9UBN6,O43715,0
Q8NI22,O15498,0
Q15562,Q9NX18,0
Q9P0T4,E9KL35,0
P35318,P10747,0
Q96LB1,Q9UL46,0
Q14469,Q16548,0
P30279,Q9BXA7,0
P30872,O60573,0
Q9NZV8,A0A5C2G4I7,0
Q9NXF7,O95967,0
Q9NZA1,Q96HR9,0
P62857,P84098,1
Q96HD9,O75521,0
Q9H009,Q9UBW8,0
Q01105,Q12778,1
Q6PIL6,P32780,0
Q99689,Q7Z6J6,0
Q9NTX7,Q9BYC2,0
Q8IZK6,P10827,0
Q01101,Q96PP8,0
P07686,Q8WXA9,0
O76082,O14810,0
Q8N9N5,P25116,0
Q8N0Z6,P09210,0
P04439,P40126,1
P62913,Q3KP22,0
P32314,Q9NQX0,0
O43316,P45985,0
Q9UH03,Q86TU7,0
Q13868,Q6UXZ3,0
O00217,U5Z754,1
Q9NQ48,P09661,0
Q969W3,P07585,0
Q9NPF0,Q12834,0
P09467,Q99608,0
Q4U2R6,Q9BYD3,1
Q7L4E1,P36980,0
B2RNN3,O95999,0
P22466,O00571,0
P30556,P35414,1
Q9NRF8,O43543,0
Q9P2K6,P0DN86,0
Q9BRA0,Q8NC24,0
Q9H7E2,Q8WXF1,0
P25311,Q6ZN04,0
Q8N8U2,Q03252,0
Q9P127,Q96PP8,0
Q96IZ7,Q8IZI9,0
Q96GZ6,Q6IPM2,0
Q96H20,Q8N4P2,0
Q15038,Q10471,0
Q86YP4,Q8WWY6,1
Q96EH3,Q8NC24,0
P52952,P60660,0
P25311,Q9Y5A6,0
P01225,Q8IZ73,0
Q6RW13,Q9ULP0,1
Q14847,Q9Y315,0
O60888,O15194,0
O95967,Q9BZW7,0
P67870,Q9UK58,1
O43278,Q8N884,0
P06753,Q8N8D1,0
P07510,Q68DB7,0
P35520,P45984,0
Q7Z6J6,P16152,0
P08962,P61278,0
Q5T6S3,O95631,0
P0DI83,Q9UQF0,0
Q9ULR3,Q96CG3,0
P46976,P41587,0
P78552,P15248,0
Q86T03,Q14994,0
Q96BY2,Q9NX07,0
Q53HC0,O95685,0
Q9HAF1,Q969V1,0
Q14994,Q6UXZ3,0
Q9UJ78,Q9NZH5,0
P00973,P18621,0
P47914,Q8NC24,0
Q02535,Q6UWZ7,0
Q6NVH7,O43301,0
Q9HCE5,P46781,0
O43395,Q9HCM9,1
Q96LB2,P21266,0
A8MTZ0,Q8IZ07,0
A8K4G0,P51884,0
Q4U2R6,Q9BYD2,1
Q8IU57,Q9BZD6,0
Q16570,O60895,0
P82933,Q15800,0
Q86YP4,P01222,0
Q9H871,Q5JXX7,0
O60682,P07355,0
P20963,P55040,0
P22415,P60568,0
P07357,P49760,0
P61244,P16278,0
O95563,Q9NZM5,0
Q96QF0,O60894,0
P38919,Q9BYC2,0
O94992,Q8IY31,0
Q8NCK7,P40123,0
Q07955,Q96SB4,1
P15289,Q96DP5,0
Q9BSJ6,P57054,0
P37023,Q7Z4H4,0
O00623,P63172,0
O95139,P01286,0
Q9UKT8,P48201,0
P07951,P51811,0
O43929,P51553,0
Q6N095,Q6PIL8,1
Q9NXA8,P08697,0
Q14657,Q9NRF8,0
Q9UL33,P00558,0
P12268,Q8NFA2,0
P06865,Q8WXF8,0
P61201,Q15831,1
O43301,Q9NPC6,0
Q14498,Q96SB4,1
B1AHC3,P10696,0
O76082,A8K4G0,0
P03905,P01019,0
P41146,Q8TAP4,0
O95470,Q7L2H7,0
Q8WYQ4,P02649,0
P00558,Q9NRF8,0
Q9BRT8,Q9H3M7,0
Q03013,Q8WX92,0
Q13487,P01303,0
Q92759,P08263,0
Q9Y5J3,P60174,0
P06858,P20749,0
O00204,Q99967,0
Q99741,P29218,0
P23511,P30740,0
O43715,P30279,0
Q9BTT4,Q8NHR7,0
P18507,Q7Z5G4,0
Q12918,P09661,0
Q8N5I9,P02748,0
Q8IUQ4,Q5TA31,0
Q9UBP6,P07195,0
Q13613,P09919,0
P80162,Q8NA72,0
Q19AV6,Q13613,0
Q96IZ7,P13987,0
Q04756,P82650,0
Q9H015,P11309,0
Q15018,P00749,0
Q03395,P63098,0
P06241,Q58FF6,1
O95563,Q9NUG6,0
P48729,Q96GA3,1
Q9H6F5,Q9H015,0
P51687,O14678,0
P35520,P36954,0
P25445,Q9UNN5,1
P62857,O14593,0
Q16864,Q4G0X4,0
Q9NUY8,Q99638,0
O95674,Q5RKV6,0
P40199,Q9H5K3,0
Q9NV72,Q6PGQ7,0
Q58FG1,Q96A08,0
P62851,Q01113,0
O60814,P05155,0
Q16623,P01019,0
P12074,P32297,0
O75525,P08246,0
Q9Y2R9,P30740,0
Q9UL95,P09488,0
O75426,Q96B26,0
A0A0B4J272,Q8NBI3,0
Q99961,Q92478,0
Q8TBC5,Q96HD9,0
O75832,P62195,1
Q8IZT9,P20839,0
Q14CW9,P32298,0
P07686,P18615,0
Q9Y547,Q6UVW9,0
O43278,Q9BWX1,0
P43364,P32456,0
O00425,Q8NG41,0
O43924,P36405,1
P28908,Q03013,0
P01303,Q15831,0
P62633,Q96MM6,0
P56159,O95563,0
H9NIM3,Q3MII6,0
Q86WV5,Q7Z6G3,0
Q16385,Q6UXZ3,0
P01210,O75030,0
Q9NZC7,O15218,0
P20290,Q92759,0
O43819,B4DUR3,0
P62072,O60260,0
Q969S3,Q7Z7K0,0
Q6PCB8,Q16795,0
Q5T686,P08631,0
Q13573,Q8N2K0,0
Q6GMX0,Q6GMX6,1
Q8N140,P98172,0
Q9Y5Z9,A0A0B4J1U6,0
P20839,O43281,0
Q6NYC1,Q99643,0
